Story Heading,Story Excerpt,Timestamp,Section
World,How Covid-19 upended life as we knew it in a matter of weeks,"Almost everyone has been affected, be it through illness, losing loved ones or jobs or being confined at home.","03 Dec, 2020 05:53pm"
World,"Azerbaijan says 2,783 soldiers killed in Nagorno-Karabakh fighting","About 100 soldiers are missing, says Azerbaijan.","03 Dec, 2020 04:52pm"
Pakistan,Ishaq Dar got grilled on BBC's HardTalk and Twitter is having a good laugh,"Hard Talk, not Capital Talk, they said.","03 Dec, 2020 06:08pm"
Pakistan,"Centre shuttered PSM to take over its land, accuses Ghani","""An incapable, selected cabinet cannot make decisions regarding steel mills and its employees,"" says Sindh minister.","03 Dec, 2020 03:56pm"
Pakistan,'Executive's job to enforce judgments': IHC dismisses petition seeking ban on public gatherings,IHC says not its job to intervene in enforcement of SOPs after having passed a judgment in this regard.,"03 Dec, 2020 01:56pm"
Pakistan,"Cher says Kaavan will now live as an elephant, not a prisoner in Cambodia","The 36-year-old elephant had spent most of his life lonely at a zoo in Islamabad, before being moved on Tuesday.","03 Dec, 2020 01:51pm"
Pakistan,Ask Malala Yousufzai anything and get an answer back on TikTok,The Oxford graduate urged people to donate to her fundraising campaign on account of Giving Tuesday.,"03 Dec, 2020 01:49pm"
Pakistan,"Pakistan reports 3,499 daily Covid cases, positivity rate climbs to 8.16pc","The highest positivity rate was observed in Karachi at 20.12pc, followed by Hyderabad with 18.43pc, and Abbottabad with 14.53pc.","03 Dec, 2020 07:30pm"
World,"Who, when and how? A look at UK’s vaccination rollout",There is acute interest in how UK plans to implement potentially its biggest-ever immunisation program.,"03 Dec, 2020 12:50pm"
Pakistan,"Divorce does not always mean sadness, says Rubya Chaudhry",The Bench actor opened up about her own life and the stigma of broken marriages in Pakistan.,"03 Dec, 2020 11:31am"
Pakistan,It's Natasha Noorani's turn to enjoy the spotlight,"“It feels nice to finally be showcased because I’ve been showcasing artists my whole life,"" shared the Baby Baby singer","03 Dec, 2020 10:30am"
,PM Imran okays rules to improve bureaucracy performance,"Under the new rules, an inquiry against government officials will have to be decided within 90 days.","03 Dec, 2020 10:06am"
World,"Japan Nike ad on bullying, racism sparks hot online response",The commercial shows teen girls being bullied in school over their race or other differences.,"03 Dec, 2020 10:47am"
Pakistan,Red Zone Files: The Dar disaster,"For a beleaguered and besieged government, Ishaq Dar has walked in like Santa bearing Christmas gifts.","03 Dec, 2020 08:40am"
Pakistan,The govt has taken a great leap backward with its proposed punishment for persons found guilty of rape,It would be a sad day for Pakistan if punishments ruled out two centuries years ago were to be reintroduced.,"03 Dec, 2020 10:38am"
Newspaper,Indian man paraded naked for Facebook post ‘punishment’,The victim had made serious allegations against five men during a Facebook Live video.,"03 Dec, 2020 09:58am"
Newspaper,Ethiopia gives UN ‘unconditional’ access to Tigray,The agreement comes weeks after PM Abiy Ahmed sent in troops in a campaign targeting leaders of the region’s ruling party.,"03 Dec, 2020 09:54am"
Newspaper,"Thai PM wins crucial legal battle, angering protesters",The court ruled that Prayut Chan-O-Cha's status as PM entitled him to live in the military house.,"03 Dec, 2020 09:50am"
Newspaper,2020 on course to be one of three hottest years ever recorded: UN,"“The average global temperature in 2020 is set to be about 1.2 C above the pre-industrial level,"" says official.","03 Dec, 2020 09:48am"
Newspaper,Singapore okays sale of lab-grown meat in world first,"The news marks a “breakthrough for the global food industry”, says the company behind the lab-grown chicken.","03 Dec, 2020 05:28pm"
